Name,Code,Type,Emp14,Emp24,Dist14,Dist24,ChgNum,ChgPerc,Openings
Motorcycle mechanics,49-3052,Line item,17.00,18.00,0.00,0.00,1.00,6.00,4.40
Outdoor power equipment and other small engine mechanics,49-3053,Line item,32.30,33.80,0.00,0.00,1.50,4.80,8.10
"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",49-3090,Summary,127.80,134.90,0.10,0.10,7.10,5.50,50.60
Bicycle repairers,49-3091,Line item,10.80,13.20,0.00,0.00,2.30,21.70,6.00
Recreational vehicle service technicians,49-3092,Line item,11.40,11.80,0.00,0.00,0.40,3.30,4.30
Tire repairers and changers,49-3093,Line item,105.50,109.90,0.10,0.10,4.30,4.10,40.30
"Other installation, maintenance, and repair occupations",49-9000,Summary,2943.70,3177.30,2.00,2.00,233.60,7.90,967.40
Control and valve installers and repairers,49-9010,Summary,59.80,61.90,0.00,0.00,2.10,3.40,25.70
Mechanical door repairers,49-9011,Line item,17.40,19.30,0.00,0.00,1.90,10.70,8.70
"Control and valve installers and repairers, except mechanical door",49-9012,Line item,42.40,42.60,0.00,0.00,0.20,0.50,16.90
"Heating, air conditioning, and refrigeration mechanics and installers",49-9021,Line item,292.00,331.60,0.20,0.20,39.60,13.60,84.20
Home appliance repairers,49-9031,Line item,46.40,44.80,0.00,0.00,-1.60,-3.40,12.50
"Industrial machinery installation, repair, and maintenance workers",49-9040,Summary,466.20,539.60,0.30,0.30,73.40,15.70,182.90
Industrial machinery mechanics,49-9041,Line item,332.20,391.90,0.20,0.20,59.70,18.00,145.90
"Maintenance workers, machinery",49-9043,Line item,91.20,98.70,0.10,0.10,7.40,8.20,22.10
Millwrights,49-9044,Line item,40.90,47.10,0.00,0.00,6.20,15.20,14.50
"Refractory materials repairers, except brickmasons",49-9045,Line item,1.80,1.80,0.00,0.00,0.00,0.70,0.50
Line installers and repairers,49-9050,Summary,236.60,250.30,0.20,0.20,13.70,5.80,82.50
Electrical power-line installers and repairers,49-9051,Line item,118.60,131.60,0.10,0.10,13.00,11.00,60.30
Telecommunications line installers and repairers,49-9052,Line item,118.00,118.70,0.10,0.10,0.70,0.60,22.20
Precision instrument and equipment repairers,49-9060,Summary,75.80,78.70,0.10,0.00,2.90,3.90,17.20
Camera and photographic equipment repairers,49-9061,Line item,3.70,3.80,0.00,0.00,0.20,4.70,0.80
Medical equipment repairers,49-9062,Line item,48.00,50.90,0.00,0.00,2.90,6.10,11.50
Musical instrument repairers and tuners,49-9063,Line item,8.60,8.90,0.00,0.00,0.40,4.20,1.90
Watch repairers,49-9064,Line item,2.70,2.00,0.00,0.00,-0.70,-25.70,0.50
"Precision instrument and equipment repairers, all other",49-9069,Line item,12.80,13.00,0.00,0.00,0.20,1.40,2.50
"Maintenance and repair workers, general",49-9071,Line item,1374.70,1458.10,0.90,0.90,83.50,6.10,443.70
Wind turbine service technicians,49-9081,Line item,4.40,9.20,0.00,0.00,4.80,108.00,5.50
"Miscellaneous installation, maintenance, and repair workers",49-9090,Summary,387.80,403.10,0.30,0.30,15.20,3.90,113.20
"Coin, vending, and amusement machine servicers and repairers",49-9091,Line item,34.90,31.90,0.00,0.00,-3.00,-8.70,4.60
Commercial divers,49-9092,Line item,4.40,6.00,0.00,0.00,1.60,36.90,2.30
"Fabric menders, except garment",49-9093,Line item,0.80,0.70,0.00,0.00,-0.10,-12.60,0.10
Locksmiths and safe repairers,49-9094,Line item,20.90,17.80,0.00,0.00,-3.10,-14.80,10.70
Manufactured building and mobile home installers,49-9095,Line item,4.00,2.80,0.00,0.00,-1.20,-30.00,1.00
Riggers,49-9096,Line item,20.80,22.60,0.00,0.00,1.80,8.70,7.20
Signal and track switch repairers,49-9097,Line item,9.50,9.50,0.00,0.00,0.00,-0.10,1.50
"Helpers--installation, maintenance, and repair workers",49-9098,Line item,129.00,141.20,0.10,0.10,12.20,9.40,53.80
"Installation, maintenance, and repair workers, all other",49-9099,Line item,163.50,170.60,0.10,0.10,7.10,4.30,32.00
Production occupations,51-0000,Summary,9230.30,8948.30,6.10,5.60,-282.10,-3.10,2220.80
Supervisors of production workers,51-1000,Summary,606.90,588.20,0.40,0.40,-18.70,-3.10,95.90
First-line supervisors of production and operating workers,51-1011,Line item,606.90,588.20,0.40,0.40,-18.70,-3.10,95.90
Assemblers and fabricators,51-2000,Summary,1834.00,1824.30,1.20,1.10,-9.70,-0.50,377.20
"Aircraft structure, surfaces, rigging, and systems assemblers",51-2011,Line item,40.60,38.60,0.00,0.00,-2.00,-4.90,8.10
"Electrical, electronics, and electromechanical assemblers",51-2020,Summary,269.40,255.80,0.20,0.20,-13.60,-5.00,33.20
"Coil winders, tapers, and finishers",51-2021,Line item,14.90,14.10,0.00,0.00,-0.90,-5.70,1.80
Electrical and electronic equipment assemblers,51-2022,Line item,207.20,197.00,0.10,0.10,-10.20,-4.90,25.50
Electromechanical equipment assemblers,51-2023,Line item,47.20,44.70,0.00,0.00,-2.50,-5.30,5.80
Engine and other machine assemblers,51-2031,Line item,39.00,39.00,0.00,0.00,0.00,0.10,7.80
Structural metal fabricators and fitters,51-2041,Line item,79.20,80.80,0.10,0.10,1.60,2.00,14.60
Miscellaneous assemblers and fabricators,51-2090,Summary,1405.80,1410.10,0.90,0.90,4.30,0.30,313.40
Fiberglass laminators and fabricators,51-2091,Line item,19.20,18.60,0.00,0.00,-0.60,-3.30,4.10
Team assemblers,51-2092,Line item,1144.20,1137.70,0.80,0.70,-6.50,-0.60,245.70
Timing device assemblers and adjusters,51-2093,Line item,1.70,1.60,0.00,0.00,0.00,-1.90,0.40
"Assemblers and fabricators, all other",51-2099,Line item,240.70,252.20,0.20,0.20,11.50,4.80,63.20
Food processing workers,51-3000,Summary,786.10,808.90,0.50,0.50,22.70,2.90,186.10
Bakers,51-3011,Line item,185.30,198.30,0.10,0.10,13.00,7.00,53.60
"Butchers and other meat, poultry, and fish processing workers",51-3020,Summary,377.90,384.20,0.30,0.20,6.30,1.70,81.60
Butchers and meat cutters,51-3021,Line item,139.00,146.00,0.10,0.10,7.00,5.00,34.40
"Meat, poultry, and fish cutters and trimmers",51-3022,Line item,152.40,152.30,0.10,0.10,-0.20,-0.10,30.10
Slaughterers and meat packers,51-3023,Line item,86.40,85.90,0.10,0.10,-0.50,-0.60,17.10
Miscellaneous food processing workers,51-3090,Summary,223.00,226.30,0.10,0.10,3.30,1.50,51.00
"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091,Line item,18.50,18.70,0.00,0.00,0.10,0.70,4.00
Food batchmakers,51-3092,Line item,122.50,122.00,0.10,0.10,-0.50,-0.40,26.40
Food cooking machine operators and tenders,51-3093,Line item,37.50,38.00,0.00,0.00,0.50,1.30,8.30
"Food processing workers, all other",51-3099,Line item,44.40,47.70,0.00,0.00,3.30,7.40,12.40
Metal workers and plastic workers,51-4000,Summary,1971.50,1872.50,1.30,1.20,-99.00,-5.00,562.70
Computer control programmers and operators,51-4010,Summary,173.90,204.70,0.10,0.10,30.70,17.70,83.60
"Computer-controlled machine tool operators, metal and plastic",51-4011,Line item,148.80,174.80,0.10,0.10,26.00,17.50,71.20
"Computer numerically controlled machine tool programmers, metal and plastic",51-4012,Line item,25.10,29.90,0.00,0.00,4.80,18.90,12.40
"Forming machine setters, operators, and tenders, metal and plastic",51-4020,Summary,128.80,101.70,0.10,0.10,-27.10,-21.00,31.70
"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021,Line item,73.40,55.50,0.00,0.00,-17.90,-24.40,18.10
"Forging machine setters, operators, and tenders, metal and plastic",51-4022,Line item,21.60,17.00,0.00,0.00,-4.60,-21.50,5.30
"Rolling machine setters, operators, and tenders, metal and plastic",51-4023,Line item,33.70,29.10,0.00,0.00,-4.60,-13.50,8.30
"Machine tool cutting setters, operators, and tenders, metal and plastic",51-4030,Summary,346.70,274.60,0.20,0.20,-72.00,-20.80,71.60
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031,Line item,192.20,152.70,0.10,0.10,-39.50,-20.60,24.30
"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",51-4032,Line item,17.80,14.10,0.00,0.00,-3.70,-20.50,3.10
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033,Line item,71.40,55.80,0.00,0.00,-15.70,-21.90,29.80
"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034,Line item,42.90,34.30,0.00,0.00,-8.60,-20.00,10.60
"Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035,Line item,22.40,17.80,0.00,0.00,-4.60,-20.60,3.90
Machinists,51-4041,Line item,399.70,438.90,0.30,0.30,39.20,9.80,154.70
"Metal furnace operators, tenders, pourers, and casters",51-4050,Summary,31.00,27.40,0.00,0.00,-3.60,-11.70,9.90
Metal-refining furnace operators and tenders,51-4051,Line item,21.20,20.20,0.00,0.00,-1.00,-4.80,6.70
"Pourers and casters, metal",51-4052,Line item,9.80,7.20,0.00,0.00,-2.60,-26.60,3.10
"Model makers and patternmakers, metal and plastic",51-4060,Summary,10.10,7.80,0.00,0.00,-2.20,-22.20,1.80
"Model makers, metal and plastic",51-4061,Line item,6.20,4.90,0.00,0.00,-1.30,-21.50,1.10
"Patternmakers, metal and plastic",51-4062,Line item,3.80,2.90,0.00,0.00,-0.90,-23.40,0.70
"Molders and molding machine setters, operators, and tenders, metal and plastic",51-4070,Summary,141.50,105.80,0.10,0.10,-35.70,-25.20,21.00
Foundry mold and coremakers,51-4071,Line item,12.00,8.70,0.00,0.00,-3.30,-27.70,1.80
"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",51-4072,Line item,129.50,97.20,0.10,0.10,-32.30,-25.00,19.20
"Multiple machine tool setters, operators, and tenders, metal and plastic",51-4081,Line item,99.80,97.30,0.10,0.10,-2.50,-2.50,17.30
Tool and die makers,51-4111,Line item,77.80,67.70,0.10,0.00,-10.10,-13.00,3.80
"Welding, soldering, and brazing workers",51-4120,Summary,457.50,461.20,0.30,0.30,3.70,0.80,145.60
"Welders, cutters, solderers, and brazers",51-4121,Line item,397.90,412.30,0.30,0.30,14.40,3.60,128.50
"Welding, soldering, and brazing machine setters, operators, and tenders",51-4122,Line item,59.50,48.80,0.00,0.00,-10.70,-18.00,17.10
Miscellaneous metal workers and plastic workers,51-4190,Summary,104.70,85.40,0.10,0.10,-19.20,-18.40,21.60
"Heat treating equipment setters, operators, and tenders, metal and plastic",51-4191,Line item,21.30,17.20,0.00,0.00,-4.20,-19.60,3.70
"Layout workers, metal and plastic",51-4192,Line item,13.40,10.70,0.00,0.00,-2.70,-20.10,2.30
"Plating and coating machine setters, operators, and tenders, metal and plastic",51-4193,Line item,36.10,29.40,0.00,0.00,-6.70,-18.40,8.90
"Tool grinders, filers, and sharpeners",51-4194,Line item,11.50,9.50,0.00,0.00,-2.00,-17.50,2.80
"Metal workers and plastic workers, all other",51-4199,Line item,22.40,18.70,0.00,0.00,-3.70,-16.60,3.90
Printing workers,51-5100,Summary,260.70,223.10,0.20,0.10,-37.60,-14.40,39.40
Prepress technicians and workers,51-5111,Line item,36.50,27.50,0.00,0.00,-9.00,-24.60,5.70
Printing press operators,51-5112,Line item,173.00,151.40,0.10,0.10,-21.60,-12.50,26.00
Print binding and finishing workers,51-5113,Line item,51.20,44.20,0.00,0.00,-7.00,-13.70,7.70
"Textile, apparel, and furnishings workers",51-6000,Summary,643.40,567.40,0.40,0.40,-76.00,-11.80,102.00
Laundry and dry-cleaning workers,51-6011,Line item,208.20,212.00,0.10,0.10,3.70,1.80,33.60
"Pressers, textile, garment, and related materials",51-6021,Line item,51.50,48.10,0.00,0.00,-3.40,-6.60,12.10
Sewing machine operators,51-6031,Line item,153.90,112.20,0.10,0.10,-41.70,-27.10,9.40
Shoe and leather workers,51-6040,Summary,13.30,10.70,0.00,0.00,-2.60,-19.20,2.00
Shoe and leather workers and repairers,51-6041,Line item,9.70,8.20,0.00,0.00,-1.50,-15.10,1.60
Shoe machine operators and tenders,51-6042,Line item,3.50,2.50,0.00,0.00,-1.10,-30.50,0.40
"Tailors, dressmakers, and sewers",51-6050,Summary,52.50,47.90,0.00,0.00,-4.60,-8.80,17.50
"Sewers, hand",51-6051,Line item,12.00,10.80,0.00,0.00,-1.20,-9.80,4.00
"Tailors, dressmakers, and custom sewers",51-6052,Line item,40.50,37.00,0.00,0.00,-3.40,-8.50,13.50
"Textile machine setters, operators, and tenders",51-6060,Summary,79.90,60.50,0.10,0.00,-19.40,-24.30,12.30
Textile bleaching and dyeing machine operators and tenders,51-6061,Line item,11.70,8.90,0.00,0.00,-2.80,-23.90,1.20
"Textile cutting machine setters, operators, and tenders",51-6062,Line item,14.30,10.60,0.00,0.00,-3.70,-25.70,2.30
"Textile knitting and weaving machine setters, operators, and tenders",51-6063,Line item,27.90,20.60,0.00,0.00,-7.30,-26.20,4.60
"Textile winding, twisting, and drawing out machine setters, operators, and tenders",51-6064,Line item,26.00,20.30,0.00,0.00,-5.60,-21.70,4.20
"Miscellaneous textile, apparel, and furnishings workers",51-6090,Summary,84.00,76.10,0.10,0.00,-8.00,-9.50,15.10
"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",51-6091,Line item,20.10,17.30,0.00,0.00,-2.80,-14.10,2.10
Fabric and apparel patternmakers,51-6092,Line item,5.40,4.00,0.00,0.00,-1.40,-26.00,0.60
Upholsterers,51-6093,Line item,42.20,40.40,0.00,0.00,-1.80,-4.30,10.80
"Textile, apparel, and furnishings workers, all other",51-6099,Line item,16.20,14.30,0.00,0.00,-1.90,-11.80,1.70
Woodworkers,51-7000,Summary,254.60,253.10,0.20,0.20,-1.50,-0.60,42.90
Cabinetmakers and bench carpenters,51-7011,Line item,98.10,99.30,0.10,0.10,1.30,1.30,9.20
Furniture finishers,51-7021,Line item,17.10,16.70,0.00,0.00,-0.40,-2.40,3.00
"Model makers and patternmakers, wood",51-7030,Summary,4.40,4.40,0.00,0.00,0.00,-0.90,1.00
"Model makers, wood",51-7031,Line item,2.60,2.60,0.00,0.00,0.00,-1.40,0.60
"Patternmakers, wood",51-7032,Line item,1.80,1.80,0.00,0.00,0.00,-0.30,0.40
"Woodworking machine setters, operators, and tenders",51-7040,Summary,122.00,119.80,0.10,0.10,-2.20,-1.80,26.70
"Sawing machine setters, operators, and tenders, wood",51-7041,Line item,50.00,49.50,0.00,0.00,-0.50,-1.10,14.20
"Woodworking machine setters, operators, and tenders, except sawing",51-7042,Line item,72.10,70.40,0.00,0.00,-1.70,-2.40,12.50
"Woodworkers, all other",51-7099,Line item,12.90,12.90,0.00,0.00,0.00,-0.30,3.00
Plant and system operators,51-8000,Summary,325.20,325.90,0.20,0.20,0.70,0.20,110.70
"Power plant operators, distributors, and dispatchers",51-8010,Summary,60.00,56.70,0.00,0.00,-3.30,-5.60,20.60
Nuclear power reactor operators,51-8011,Line item,7.50,7.40,0.00,0.00,-0.10,-0.90,2.60
Power distributors and dispatchers,51-8012,Line item,11.40,10.80,0.00,0.00,-0.60,-5.10,3.90
Power plant operators,51-8013,Line item,41.10,38.40,0.00,0.00,-2.70,-6.60,14.10
Stationary engineers and boiler operators,51-8021,Line item,39.10,39.70,0.00,0.00,0.60,1.40,11.20
Water and wastewater treatment plant and system operators,51-8031,Line item,117.00,124.00,0.10,0.10,7.00,6.00,36.70
Miscellaneous plant and system operators,51-8090,Summary,109.10,105.60,0.10,0.10,-3.50,-3.20,42.10
Chemical plant and system operators,51-8091,Line item,38.10,34.60,0.00,0.00,-3.50,-9.20,14.40
Gas plant operators,51-8092,Line item,16.70,16.10,0.00,0.00,-0.60,-3.40,6.30
"Petroleum pump system operators, refinery operators, and gaugers",51-8093,Line item,42.40,43.40,0.00,0.00,0.90,2.20,17.00
"Plant and system operators, all other",51-8099,Line item,11.90,11.50,0.00,0.00,-0.40,-3.20,4.50
Other production occupations,51-9000,Summary,2548.10,2484.90,1.70,1.50,-63.20,-2.50,703.90
"Chemical processing machine setters, operators, and tenders",51-9010,Summary,110.10,104.10,0.10,0.10,-6.00,-5.50,34.70
Chemical equipment operators and tenders,51-9011,Line item,66.30,60.80,0.00,0.00,-5.50,-8.30,20.90
"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",51-9012,Line item,43.80,43.30,0.00,0.00,-0.60,-1.30,13.80
"Crushing, grinding, polishing, mixing, and blending workers",51-9020,Summary,185.20,174.40,0.10,0.10,-10.80,-5.80,40.10
"Crushing, grinding, and polishing machine setters, operators, and tenders",51-9021,Line item,30.20,27.90,0.00,0.00,-2.30,-7.50,6.50
"Grinding and polishing workers, hand",51-9022,Line item,29.90,27.30,0.00,0.00,-2.60,-8.80,6.50
"Mixing and blending machine setters, operators, and tenders",51-9023,Line item,125.10,119.20,0.10,0.10,-5.90,-4.70,27.10
Cutting workers,51-9030,Summary,79.40,71.50,0.10,0.00,-7.90,-10.00,15.80
"Cutters and trimmers, hand",51-9031,Line item,15.80,13.00,0.00,0.00,-2.80,-17.50,3.10
"Cutting and slicing machine setters, operators, and tenders",51-9032,Line item,63.60,58.40,0.00,0.00,-5.20,-8.10,12.70
"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",51-9041,Line item,68.20,59.00,0.00,0.00,-9.20,-13.60,24.40
"Furnace, kiln, oven, drier, and kettle operators and tenders",51-9051,Line item,20.90,18.90,0.00,0.00,-2.00,-9.70,5.50
"Inspectors, testers, sorters, samplers, and weighers",51-9061,Line item,496.60,495.50,0.30,0.30,-1.10,-0.20,124.80
Jewelers and precious stone and metal workers,51-9071,Line item,39.80,35.30,0.00,0.00,-4.50,-11.30,6.20
"Medical, dental, and ophthalmic laboratory technicians",51-9080,Summary,83.50,92.20,0.10,0.10,8.70,10.40,28.80
Dental laboratory technicians,51-9081,Line item,38.70,42.90,0.00,0.00,4.20,10.80,13.50
Medical appliance technicians,51-9082,Line item,14.60,16.10,0.00,0.00,1.60,10.70,5.10
Ophthalmic laboratory technicians,51-9083,Line item,30.20,33.20,0.00,0.00,3.00,9.80,10.20
Packaging and filling machine operators and tenders,51-9111,Line item,378.40,382.20,0.30,0.20,3.80,1.00,138.70
Painting workers,51-9120,Summary,169.50,171.70,0.10,0.10,2.10,1.30,35.20
"Coating, painting, and spraying machine setters, operators, and tenders",51-9121,Line item,97.70,97.00,0.10,0.10,-0.70,-0.70,18.40
"Painters, transportation equipment",51-9122,Line item,54.30,57.50,0.00,0.00,3.20,5.90,13.40
"Painting, coating, and decorating workers",51-9123,Line item,17.50,17.20,0.00,0.00,-0.30,-2.00,3.30
Semiconductor processors,51-9141,Line item,25.30,23.20,0.00,0.00,-2.10,-8.30,5.20
Photographic process workers and processing machine operators,51-9151,Line item,28.80,19.40,0.00,0.00,-9.50,-32.90,5.60
Miscellaneous production workers,51-9190,Summary,862.20,837.60,0.60,0.50,-24.60,-2.90,238.90
Adhesive bonding machine operators and tenders,51-9191,Line item,18.40,17.10,0.00,0.00,-1.20,-6.80,4.80
"Cleaning, washing, and metal pickling equipment operators and tenders",51-9192,Line item,18.50,18.60,0.00,0.00,0.10,0.40,4.90
Cooling and freezing equipment operators and tenders,51-9193,Line item,8.80,8.70,0.00,0.00,-0.10,-0.60,1.80
Etchers and engravers,51-9194,Line item,9.70,9.50,0.00,0.00,-0.30,-2.70,2.50
"Molders, shapers, and casters, except metal and plastic",51-9195,Line item,41.40,38.90,0.00,0.00,-2.50,-6.00,14.20
"Paper goods machine setters, operators, and tenders",51-9196,Line item,91.90,82.00,0.10,0.10,-9.90,-10.70,13.00
Tire builders,51-9197,Line item,18.10,15.60,0.00,0.00,-2.50,-13.60,4.70
Helpers--production workers,51-9198,Line item,419.20,403.20,0.30,0.30,-16.10,-3.80,136.80
"Production workers, all other",51-9199,Line item,236.20,244.00,0.20,0.20,7.70,3.30,56.10
Transportation and material moving occupations,53-0000,Summary,9748.50,10215.30,6.50,6.40,466.80,4.80,2852.90
Supervisors of transportation and material moving workers,53-1000,Summary,378.60,388.30,0.30,0.20,9.60,2.50,131.00
Aircraft cargo handling supervisors,53-1011,Line item,5.80,5.80,0.00,0.00,0.00,0.50,1.90
"First-line supervisors of helpers, laborers, and material movers, hand",53-1021,Line item,173.10,176.90,0.10,0.10,3.80,2.20,59.30
First-line supervisors of transportation and material-moving machine and vehicle operators,53-1031,Line item,199.70,205.60,0.10,0.10,5.90,2.90,69.90
Air transportation workers,53-2000,Summary,248.80,254.50,0.20,0.20,5.70,2.30,64.50
Aircraft pilots and flight engineers,53-2010,Summary,119.20,124.50,0.10,0.10,5.40,4.50,34.40
"Airline pilots, copilots, and flight engineers",53-2011,Line item,75.70,76.50,0.10,0.00,0.80,1.10,19.30
Commercial pilots,53-2012,Line item,43.50,48.00,0.00,0.00,4.50,10.50,15.10
Air traffic controllers and airfield operations specialists,53-2020,Summary,31.70,29.90,0.00,0.00,-1.80,-5.80,10.00
Air traffic controllers,53-2021,Line item,24.50,22.40,0.00,0.00,-2.10,-8.60,7.50
Airfield operations specialists,53-2022,Line item,7.20,7.50,0.00,0.00,0.30,3.90,2.50
Flight attendants,53-2031,Line item,97.90,100.10,0.10,0.10,2.20,2.20,20.10
Motor vehicle operators,53-3000,Summary,4108.00,4334.70,2.70,2.70,226.70,5.50,912.60
"Ambulance drivers and attendants, except emergency medical technicians",53-3011,Line item,19.60,26.10,0.00,0.00,6.50,33.00,9.80
Bus drivers,53-3020,Summary,665.00,702.50,0.40,0.40,37.50,5.60,124.90
"Bus drivers, transit and intercity",53-3021,Line item,167.80,177.60,0.10,0.10,9.80,5.90,31.90
"Bus drivers, school or special client",53-3022,Line item,497.30,524.90,0.30,0.30,27.70,5.60,93.00
Driver/sales workers and truck drivers,53-3030,Summary,3127.70,3274.50,2.10,2.00,146.80,4.70,678.90
Driver/sales workers,53-3031,Line item,445.30,466.10,0.30,0.30,20.80,4.70,96.60
Heavy and tractor-trailer truck drivers,53-3032,Line item,1797.70,1896.40,1.20,1.20,98.80,5.50,404.50
Light truck or delivery services drivers,53-3033,Line item,884.70,911.90,0.60,0.60,27.30,3.10,177.80
Taxi drivers and chauffeurs,53-3041,Line item,233.70,264.40,0.20,0.20,30.60,13.10,74.80
"Motor vehicle operators, all other",53-3099,Line item,62.00,67.30,0.00,0.00,5.30,8.60,24.30
Rail transportation workers,53-4000,Summary,129.10,126.40,0.10,0.10,-2.70,-2.10,50.70
Locomotive engineers and operators,53-4010,Summary,46.10,44.00,0.00,0.00,-2.10,-4.50,18.30
Locomotive engineers,53-4011,Line item,40.40,39.50,0.00,0.00,-0.90,-2.30,16.00
Locomotive firers,53-4012,Line item,1.70,0.50,0.00,0.00,-1.20,-69.90,0.70
"Rail yard engineers, dinkey operators, and hostlers",53-4013,Line item,4.00,4.10,0.00,0.00,0.10,1.50,1.60
"Railroad brake, signal, and switch operators",53-4021,Line item,22.10,21.70,0.00,0.00,-0.40,-1.80,8.40
Railroad conductors and yardmasters,53-4031,Line item,45.10,44.30,0.00,0.00,-0.90,-1.90,17.20
Subway and streetcar operators,53-4041,Line item,12.00,12.50,0.00,0.00,0.60,4.70,5.20
"Rail transportation workers, all other",53-4099,Line item,3.80,3.90,0.00,0.00,0.00,1.30,1.50
Water transportation workers,53-5000,Summary,78.50,85.70,0.10,0.10,7.20,9.20,32.80
Sailors and marine oilers,53-5011,Line item,28.30,30.90,0.00,0.00,2.60,9.10,9.90
Ship and boat captains and operators,53-5020,Summary,39.80,43.70,0.00,0.00,3.90,9.70,19.40
"Captains, mates, and pilots of water vessels",53-5021,Line item,35.10,38.70,0.00,0.00,3.60,10.20,17.20
Motorboat operators,53-5022,Line item,4.70,5.00,0.00,0.00,0.30,6.30,2.10
Ship engineers,53-5031,Line item,10.30,11.10,0.00,0.00,0.80,7.50,3.50
Other transportation workers,53-6000,Summary,334.90,355.40,0.20,0.20,20.60,6.10,173.60
Bridge and lock tenders,53-6011,Line item,3.50,3.40,0.00,0.00,0.00,-1.10,1.80
Parking lot attendants,53-6021,Line item,135.60,141.30,0.10,0.10,5.80,4.20,81.30
Automotive and watercraft service attendants,53-6031,Line item,105.80,117.60,0.10,0.10,11.70,11.10,53.80
Traffic technicians,53-6041,Line item,6.80,7.20,0.00,0.00,0.40,6.30,3.90
Transportation inspectors,53-6051,Line item,26.40,26.70,0.00,0.00,0.30,1.20,7.10
"Transportation attendants, except flight attendants",53-6061,Line item,16.50,17.60,0.00,0.00,1.00,6.40,4.10
"Transportation workers, all other",53-6099,Line item,40.20,41.60,0.00,0.00,1.30,3.30,21.70
Material moving workers,53-7000,Summary,4470.60,4670.30,3.00,2.90,199.70,4.50,1487.70
Conveyor operators and tenders,53-7011,Line item,39.70,39.60,0.00,0.00,-0.10,-0.20,11.50
Crane and tower operators,53-7021,Line item,45.50,49.00,0.00,0.00,3.40,7.60,19.20
"Dredge, excavating, and loading machine operators",53-7030,Summary,60.90,64.40,0.00,0.00,3.50,5.80,10.70
Dredge operators,53-7031,Line item,2.20,2.30,0.00,0.00,0.20,8.70,0.40
Excavating and loading machine and dragline operators,53-7032,Line item,53.90,57.30,0.00,0.00,3.40,6.20,9.70
"Loading machine operators, underground mining",53-7033,Line item,4.80,4.80,0.00,0.00,0.00,-0.10,0.60
Hoist and winch operators,53-7041,Line item,2.90,2.90,0.00,0.00,0.00,1.70,0.90
Industrial truck and tractor operators,53-7051,Line item,530.90,543.50,0.40,0.30,12.60,2.40,144.70
"Laborers and material movers, hand",53-7060,Summary,3587.80,3753.90,2.40,2.30,166.10,4.60,1224.90
Cleaners of vehicles and equipment,53-7061,Line item,346.90,380.00,0.20,0.20,33.10,9.50,154.00
"Laborers and freight, stock, and material movers, hand",53-7062,Line item,2441.30,2566.40,1.60,1.60,125.10,5.10,851.70
Machine feeders and offbearers,53-7063,Line item,104.20,100.70,0.10,0.10,-3.50,-3.40,22.90
"Packers and packagers, hand",53-7064,Line item,695.40,706.90,0.50,0.40,11.50,1.70,196.40
Pumping station operators,53-7070,Summary,32.10,35.20,0.00,0.00,3.10,9.70,19.40
Gas compressor and gas pumping station operators,53-7071,Line item,5.10,5.30,0.00,0.00,0.20,3.40,2.80
"Pump operators, except wellhead pumpers",53-7072,Line item,13.10,14.20,0.00,0.00,1.10,8.40,7.80
Wellhead pumpers,53-7073,Line item,13.90,15.80,0.00,0.00,1.80,13.10,8.90
Refuse and recyclable material collectors,53-7081,Line item,131.50,140.90,0.10,0.10,9.40,7.10,42.40
Mine shuttle car operators,53-7111,Line item,2.70,2.60,0.00,0.00,-0.10,-2.20,0.80
"Tank car, truck, and ship loaders",53-7121,Line item,13.00,13.50,0.00,0.00,0.50,4.00,4.60
"Material moving workers, all other",53-7199,Line item,23.60,24.70,0.00,0.00,1.00,4.40,8.50
